Cont. No,Deal Date ,Date,Counterpart,Curr,Amount,Price,Type,Settlement Date, Curr,,Brokg. ,Trader Type,Maturity- Days,Maturity Months
 210802017,02/08/2021,Aug,INDIAN BANK-MUMBAI,USD,20000000 ,75.02750 ,LONG SWAP,29/10/2021,INR,Y,"8,000.00 ",Seller,88.00,3
 210802018,02/08/2021,Aug,INDIAN BANK-MUMBAI,USD,20000000 ,74.99950 ,,29/10/2021,INR,N,<Default Format>,Seller,88.00,3
 210802019,02/08/2021,Aug,INDIAN BANK-MUMBAI,USD,20000000 ,74.36000 ,,04/08/2021,INR,N,<Default Format>,Seller,2.00,0
 210802020,02/08/2021,Aug,STANDARD CHARTERED BANK-MUMBAI,USD,20000000 ,74.99400 ,LONG SWAP,29/10/2021,INR,N,"10,000.00 ",Seller,88.00,3
 210802021,02/08/2021,Aug,INDIAN BANK-MUMBAI,USD,20000000 ,74.36000 ,,04/08/2021,INR,N,<Default Format>,Seller,2.00,0
 210802022,02/08/2021,Aug,STANDARD CHARTERED BANK-MUMBAI,USD,20000000 ,74.99400 ,LONG SWAP,29/10/2021,INR,N,"10,000.00 ",Seller,88.00,3
 210803001,03/08/2021,Aug,MUFG BANK LIMITED-MUMBAI,USD,25000000 ,74.28500 ,LONG SWAP,05/08/2021,INR,Y,"12,500.00 ",Seller,2.00,0
 210803002,03/08/2021,Aug,CANARA BANK-MUMBAI,USD,25000000 ,74.46600 ,LONG SWAP,31/08/2021,INR,Y,"7,500.00 ",Seller,28.00,1
 210803003,03/08/2021,Aug,AXIS BANK LTD.-MUMBAI,USD,25000000 ,74.30500 ,LONG SWAP,05/08/2021,INR,N,"12,500.00 ",Seller,2.00,0
 210803004,03/08/2021,Aug,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,25000000 ,76.24000 ,,31/03/2022,INR,N,<Default Format>,Seller,240.00,8
 210803005,03/08/2021,Aug,STATE BANK OF INDIA-MUMBAI,USD,25000000 ,74.30500 ,LONG SWAP,05/08/2021,INR,N,"11,250.00 ",Seller,2.00,0
 210803006,03/08/2021,Aug,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,25000000 ,76.24000 ,,31/03/2022,INR,N,<Default Format>,Seller,240.00,8
 210803007,03/08/2021,Aug,STANDARD CHARTERED BANK-MUMBAI,USD,30000000 ,74.30000 ,LONG SWAP,05/08/2021,INR,Y,"15,000.00 ",Seller,2.00,0
 210803008,03/08/2021,Aug,BANK OF AMERICA-MUMBAI,USD,30000000 ,74.48000 ,LONG SWAP,31/08/2021,INR,Y,"15,000.00 ",Seller,28.00,1
 210803009,03/08/2021,Aug,BANK OF INDIA-MUMBAI,USD,30000000 ,74.70500 ,LONG SWAP,30/09/2021,INR,Y,"7,500.00 ",Seller,58.00,2
 210803010,03/08/2021,Aug,BANK OF AMERICA-MUMBAI,USD,20000000 ,74.48000 ,LONG SWAP,31/08/2021,INR,Y,"10,000.00 ",Seller,28.00,1
 210803011,03/08/2021,Aug,CANARA BANK-MUMBAI,USD,20000000 ,74.70500 ,LONG SWAP,30/09/2021,INR,Y,"6,000.00 ",Seller,58.00,2
 210803012,03/08/2021,Aug,BANK OF BARODA-MUMBAI,USD,5000000 ,74.29000 ,LONG SWAP,05/08/2021,INR,Y,"1,875.00 ",Seller,2.00,0
 210803013,03/08/2021,Aug,STANDARD CHARTERED BANK-MUMBAI,USD,5000000 ,75.72850 ,LONG SWAP,03/02/2022,INR,Y,"2,500.00 ",Seller,184.00,6
 210804001,04/08/2021,Aug,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,25000000 ,74.33500 ,,31/08/2021,INR,N,<Default Format>,Seller,27.00,1
 210804002,04/08/2021,Aug,BANK OF BARODA-MUMBAI,USD,25000000 ,74.55800 ,LONG SWAP,30/09/2021,INR,N,"9,375.00 ",Seller,57.00,2
 210804003,04/08/2021,Aug,JPMORGAN CHASE BANKN.A-MUMBAI,USD,5000000 ,74.14000 ,LONG SWAP,06/08/2021,INR,Y,"2,125.00 ",Seller,2.00,0
 210804004,04/08/2021,Aug,UNION BANK OF INDIA-MUMBAI,USD,5000000 ,76.04000 ,LONG SWAP,31/03/2022,INR,Y,"1,750.00 ",Seller,239.00,8
 210805001,05/08/2021,Aug,AXIS BANK LTD.-MUMBAI,USD,10000000 ,74.26500 ,,09/08/2021,INR,N,<Default Format>,Seller,4.00,0
 210805002,05/08/2021,Aug,BANK OF INDIA-MUMBAI,USD,10000000 ,77.33500 ,LONG SWAP,29/07/2022,INR,N,"4,500.00 ",Seller,358.00,12
